id,network,year,net_role,so_part_mc_5,so_part_mc_6,so_part_mc_7,so_part_msi_1,so_part_msi_2,so_part_msi_3,so_part_t,so_part_expec,so_part_ben_1,so_part_ben_2,so_part_ben_3,so_part_ben_4,so_part_ben_6,so_part_ben_8,so_part_chal_72021,so_part_chal_82021,so_part_chal_92021,so_part_chal_102021,so_part_chal_112021,cult_ci_72020,nl_netops_gov_3,cult_sn_52020,diff_for_students,splc_7,so_part_value_1,so_part_value_2,so_part_value_3,so_part_value_8,cont_imp_for_equity_1,cont_imp_for_equity_2,cont_imp_for_equity_6,cont_imp_for_equity_4,cont_imp_for_equity_5,cont_imp_for_equity_7,cont_imp_for_equity_8,is_conf_52021,is_conf_32021,is_conf_42021,is_conf_12021,is_conf_62021,part_team_meetings_1,part_team_meetings_2,part_team_meet_32021,part_team_meetings_4,part_team_meetings_5,part_team_meetings_6,part_team_meetings_7,equity_dis_1,equity_dis_2,equity_dis_3,cult_eq_1,cult_eq_2,cult_eq_3,cult_eq_4,cult_eq_5,cult_eq_6,cult_eq_7,cult_eq_8,splc_1,splc_4,nl_netops_km_1,nl_netops_km_2,nl_netops_km_3,nl_netops_km_4,nl_netops_km_5
raven_38,raven,2019,3,5,5,5,4,4,4,6,5,3,3,3,4,5,,,,,,,,5,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,5
raven_39,raven,2021,4,5,5,5,5,5,5,2,1,4,5,4,5,5,5,3,3,2,3,3,2,2,3,4,4,5,5,4,5,4,4,4,4,4,4,4,1,4,3,3,5,2,,,,,,,,,,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4
raven_39,raven,2019,3,5,5,5,4,5,5,4,2,5,5,5,4,4,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,4,4
raven_40,raven,2019,3,5,5,1,5,5,4,7,5,4,4,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,5,5
raven_41,raven,2019,3,5,5,5,4,4,4,7,5,4,3,2,2,2,,,,,,,,4,,,,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,3,4
raven_51,raven,2021,4,5,5,5,5,5,5,4,4,5,4,5,5,5,5,2,3,3,3,2,3,4,3,4,4,5,5,5,3,4,4,3,3,4,4,4,4,5,4,4,5,2,,,,,,,,,,3,3,3,3,2,4,3,4,4,4,4,2,3,2,2
raven_56,raven,2021,4,5,5,5,5,5,5,7,3,5,5,5,4,5,5,2,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,,,,5,4,4,5,5,4,4,4,5,5,5,5,5,5,5
raven_57,raven,2021,4,5,5,5,5,5,5,6,2,5,5,4,4,5,2,2,2,1,1,1,5,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,5,4,5,5,1,5,5,5,5,5,2,,,,4,1,1,4,3,5,5,3,4,5,5,5,5,5,5
raven_61,raven,2021,1,5,5,5,4,4,4,,3,,,,,,,,,,,,3,4,4,5,5,5,5,5,5,5,5,4,5,5,4,4,3,3,5,3,4,,,,,,,,,,,3,3,3,3,3,2,2,2,4,5,,,,,
raven_62,raven,2021,1,5,3,5,2,4,1,,5,,,,,,,,,,,,5,5,5,5,5,5,5,5,4,4,4,3,3,4,3,3,5,5,5,5,4,,,,,,,,,,,1,1,1,1,1,2,2,1,5,5,,,,,
raven_63,raven,2021,1,5,5,5,,,,,,,,,,,,,,,,,3,4,4,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_64,raven,2021,1,5,5,5,3,3,4,,3,,,,,,,,,,,,5,5,5,5,5,5,5,5,4,4,5,4,4,5,4,4,5,4,5,5,5,,,,,,,,,,,4,4,4,4,3,3,5,2,5,5,,,,,
raven_65,raven,2021,4,4,5,5,5,5,5,7,3,5,5,5,3,5,4,1,2,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,4,,,,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
raven_66,raven,2021,4,5,5,3,5,5,5,5,3,4,5,3,3,5,5,4,2,1,2,3,3,4,4,4,4,5,5,5,4,4,3,4,4,3,4,4,4,5,4,5,4,1,4,5,4,4,4,3,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
raven_69,raven,2021,4,5,5,5,5,5,5,4,3,5,5,5,5,5,5,2,1,1,1,1,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5,1,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
raven_72,raven,2021,4,5,5,3,2,3,4,6,3,5,5,5,5,5,5,3,4,1,1,2,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,4,1,5,5,5,5,5,5,,,,4,4,4,4,4,5,4,4,4,4,2,4,4,4,4
raven_73,raven,2021,4,5,5,5,4,4,4,4,3,4,4,5,4,4,5,2,1,2,2,1,3,5,4,5,5,5,5,5,4,4,4,3,4,4,3,3,4,5,3,5,5,1,5,5,5,5,4,3,,,,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4
raven_75,raven,2021,4,5,5,5,5,5,5,4,3,5,5,5,5,5,5,2,3,2,1,1,5,5,5,5,5,5,5,5,5,3,4,1,3,3,3,3,2,3,3,4,4,1,5,5,5,5,5,5,,,,2,2,2,1,2,2,1,1,5,5,4,4,4,4,4
raven_76,raven,2021,4,5,3,4,5,5,5,7,3,5,5,5,5,5,5,3,3,5,5,1,5,5,5,5,5,5,5,5,4,5,5,1,1,5,5,5,4,5,4,4,4,1,5,5,4,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
raven_77,raven,2021,4,5,5,5,5,5,5,4,3,5,5,5,5,5,5,1,2,1,1,1,5,5,5,5,5,5,5,5,4,5,5,2,4,5,3,4,2,5,2,5,4,1,5,5,5,5,4,3,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
raven_78,raven,2021,4,5,5,5,5,5,5,6,3,5,5,5,5,5,5,2,2,2,2,1,4,4,2,4,3,5,5,4,3,5,5,5,5,5,5,5,4,5,4,5,5,1,5,5,4,4,5,4,,,,4,4,4,4,4,4,4,4,5,5,3,3,3,4,3
raven_79,raven,2021,4,5,5,4,5,5,5,5,3,5,5,5,4,5,5,2,1,1,1,3,4,3,4,4,4,5,5,5,5,3,4,4,4,4,4,2,9,1,3,3,4,1,5,5,4,5,5,3,,,,3,3,3,4,4,4,4,3,3,4,5,5,4,3,3
raven_80,raven,2021,4,5,5,5,5,5,5,7,4,5,5,5,5,5,5,1,2,1,1,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,9,5,4,5,5,1,5,5,5,5,5,5,,,,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
raven_81,raven,2021,4,5,4,4,5,5,5,7,3,5,4,5,4,5,5,2,1,1,1,1,4,5,5,5,5,5,5,5,4,5,5,1,5,4,4,2,4,5,4,5,5,1,4,5,5,4,4,1,,,,2,2,2,2,2,4,2,1,4,4,4,2,1,4,3
raven_83,raven,2021,4,4,4,4,4,4,4,6,3,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,4,4,4,,,,4,4,4,4,4,4,4,4,5,5,4,3,3,4,5
raven_84,raven,2021,4,4,4,4,4,5,5,7,5,5,5,5,5,5,5,4,2,1,1,4,5,4,5,5,5,5,5,5,4,5,5,2,4,5,5,2,2,5,3,4,4,1,5,5,5,5,5,2,,,,2,2,2,2,2,5,5,2,5,5,5,4,5,4,5
raven_85,raven,2021,4,5,5,5,5,5,5,7,3,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
raven_86,raven,2021,4,4,5,4,3,3,3,7,3,5,5,5,5,5,5,3,1,3,2,1,5,5,5,5,5,5,5,5,5,3,3,3,2,3,3,2,2,5,3,5,5,1,5,5,4,3,4,2,,,,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4
raven_87,raven,2021,4,5,5,5,4,4,4,7,3,5,5,5,5,5,5,1,1,2,2,2,5,5,5,5,5,5,5,5,5,3,5,4,4,4,3,3,3,5,3,5,5,1,5,5,5,4,5,5,,,,3,3,3,3,3,4,5,3,5,5,5,4,4,4,3
raven_88,raven,2021,4,4,4,4,3,3,3,7,3,4,4,4,4,4,4,2,2,2,3,2,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,5,9,4,4,1,5,5,5,4,4,3,,,,,,,,,,,,,,,,,,
raven_89,raven,2021,4,5,5,5,4,4,4,7,3,5,5,5,5,5,5,2,3,2,1,3,5,3,4,4,4,5,5,5,5,4,4,4,4,4,4,4,2,2,2,4,4,1,5,5,5,5,5,5,,,,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4
raven_91,raven,2021,4,5,5,5,4,4,4,3,3,4,5,4,3,3,3,3,3,4,4,4,2,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,5,4,1,5,5,4,4,4,4,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
raven_92,raven,2021,4,4,4,4,4,4,2,7,3,4,5,4,3,4,4,3,5,2,2,5,3,1,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,4,1,5,5,4,3,3,2,,,,4,3,4,5,3,4,4,2,4,4,4,4,3,3,4
raven_96,raven,2021,4,5,5,5,4,4,4,7,3,5,5,5,4,5,5,2,4,2,2,4,5,2,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raven_97,raven,2021,4,4,4,4,4,4,3,7,3,3,3,3,3,3,3,2,3,1,1,1,4,4,4,5,5,5,5,5,3,3,4,3,4,4,3,4,3,5,3,5,4,1,5,5,4,5,3,4,,,,3,4,3,3,4,5,5,4,5,5,4,4,4,4,4
raven_99,raven,2021,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,3,2,,,,,,,,,,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
ram_01,ram,2019,1,4,3,4,4,4,3,,4,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_01,ram,2021,1,5,5,5,4,4,4,,3,,,,,,,,,,,,5,5,5,5,4,5,5,5,5,4,5,4,4,5,4,4,5,5,5,5,5,,,,,,,,,,,4,3,3,4,4,4,4,3,4,5,,,,,
ram_02,ram,2019,4,5,5,3,3,3,3,1,4,4,4,5,5,5,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5
ram_03,ram,2019,4,5,5,4,2,5,2,1,1,4,4,4,4,4,,,,,,,,3,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,3,3
ram_04,ram,2021,4,5,5,5,4,4,4,,4,4,5,4,4,4,5,3,2,1,2,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,1,5,1,2,3,3,3,,,,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4
ram_04,ram,2019,4,5,5,4,3,4,4,7,4,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,4
ram_05,ram,2019,4,3,3,3,4,4,4,3,1,3,3,4,4,4,,,,,,,,3,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_06,ram,2019,4,4,3,2,,,,6,3,2,4,4,4,3,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,5
ram_07,ram,2019,4,5,5,5,3,4,5,1,3,4,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_08,ram,2019,4,5,5,5,5,5,5,1,3,3,4,4,4,4,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_09,ram,2019,4,4,,,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_10,ram,2021,1,5,5,5,4,5,5,,4,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,5,3,3,5,5,5,5,4,5,5,,,,,
ram_10,ram,2019,1,5,4,4,4,4,3,,4,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_100,ram,2019,2,1,5,5,3,4,4,4,3,3,4,4,4,5,,,,,,,,3,,,,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4
ram_101,ram,2019,1,3,3,3,2,3,3,,4,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_102,ram,2019,4,5,4,4,4,3,3,3,3,4,2,3,4,3,,,,,,,,4,,,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,2
ram_102,ram,2021,4,5,5,5,5,5,5,,3,5,5,4,5,5,5,3,2,1,1,1,3,4,4,5,5,5,5,5,4,5,5,1,4,5,3,4,4,5,4,5,4,1,4,5,3,3,2,5,,,,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4
ram_103,ram,2021,4,5,5,5,5,5,5,,3,4,4,4,5,5,5,4,4,2,2,1,4,4,4,4,4,5,5,5,4,4,4,5,5,5,5,5,4,5,4,3,4,1,3,5,4,4,4,4,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_103,ram,2019,4,5,5,5,5,5,5,1,3,,3,4,3,4,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5
ram_104,ram,2021,4,4,4,4,4,5,5,,4,5,5,4,5,5,5,2,1,1,1,1,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,3,9,2,5,1,5,2,2,3,4,5,,,,,,,,,,,,,,,,,,
ram_104,ram,2019,4,4,4,4,4,4,4,6,5,4,4,4,4,4,,,,,,,,2,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_105,ram,2019,2,5,5,4,3,3,4,4,3,4,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_106,ram,2019,4,4,4,5,,2,2,,,2,1,2,2,1,,,,,,,,2,,,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_106,ram,2021,4,2,4,4,3,4,3,,3,4,2,3,3,3,3,5,5,3,3,3,4,3,3,4,3,3,3,2,2,2,2,3,2,2,3,3,2,2,2,1,2,1,3,,4,4,4,4,,,,,,,,,,,,,,,,,,
ram_107,ram,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_108,ram,2021,1,5,5,5,4,5,5,,3,,,,,,,,,,,,5,4,5,5,4,5,5,5,5,5,4,5,4,4,5,5,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,
ram_11,ram,2019,4,5,5,5,5,5,5,4,4,4,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_117,ram,2021,4,5,5,5,5,5,5,,4,3,4,3,3,4,4,4,2,2,2,5,2,4,3,4,4,4,3,3,2,4,4,4,4,4,4,4,1,4,4,4,4,1,5,4,4,4,4,4,,,,4,4,4,4,4,4,4,1,4,5,5,4,4,5,4
ram_12,ram,2019,4,4,1,4,5,5,5,2,2,3,3,3,3,3,,,,,,,,3,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_122,ram,2021,1,4,4,4,4,4,4,,4,,,,,,,,,,,,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,5,9,5,9,5,,,,,,,,,,,4,4,4,4,4,4,4,4,4,5,,,,,
ram_125,ram,2021,4,5,5,5,4,5,5,,3,4,4,5,5,5,5,3,3,3,3,1,2,3,4,4,4,5,5,5,4,4,4,4,4,4,4,4,3,4,3,4,4,1,3,3,2,3,3,3,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_13,ram,2019,2,4,3,4,2,3,3,2,3,3,3,3,4,4,,,,,,,,4,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_132,ram,2021,4,5,5,5,5,5,5,,3,5,5,5,5,5,5,2,1,9,1,2,2,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,1,5,5,4,4,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_137,ram,2021,3,5,5,5,3,4,5,,4,3,5,5,5,4,5,3,3,3,2,3,3,3,4,5,4,5,4,4,3,5,5,5,5,5,5,5,1,5,1,1,4,1,5,4,4,4,2,2,,,,4,4,4,2,2,4,2,2,3,4,5,5,5,5,5
ram_14,ram,2021,4,5,5,5,4,4,4,,3,3,5,4,5,4,4,3,3,3,2,4,1,2,4,4,3,4,4,4,4,4,4,2,2,3,4,4,3,4,3,3,4,1,4,4,3,4,4,4,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ram_14,ram,2019,1,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_141,ram,2021,4,5,5,5,4,3,4,,4,3,4,5,5,5,5,3,2,1,2,1,4,4,4,5,4,5,5,5,4,5,5,5,4,4,5,5,4,5,4,4,4,1,5,5,4,4,4,4,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_144,ram,2021,4,4,4,4,3,3,4,,5,1,3,3,3,4,2,5,2,5,5,5,2,1,3,5,5,3,3,2,2,4,5,5,3,2,5,5,4,5,4,4,5,1,5,2,1,1,1,1,,,,5,5,5,5,5,3,4,3,3,4,2,2,2,4,4
ram_145,ram,2021,3,4,4,4,2,2,2,,3,3,4,3,4,4,5,5,2,1,1,1,2,1,2,4,5,5,4,4,2,5,3,4,3,3,3,3,4,5,3,4,4,1,3,3,1,2,2,1,,,,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
ram_148,ram,2021,4,4,4,4,4,4,4,,3,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,4,4,4,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ram_15,ram,2019,4,5,5,5,5,5,5,3,2,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_151,ram,2021,4,4,3,4,3,5,4,,3,3,4,4,5,5,5,2,2,2,2,1,2,4,4,5,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,5,1,4,5,3,2,2,4,,,,5,4,4,3,3,4,2,2,4,3,5,4,4,5,4
ram_153,ram,2021,4,5,5,5,3,4,4,,4,4,5,4,5,5,5,3,2,2,2,1,4,4,4,5,5,4,4,5,4,5,5,5,5,4,5,4,3,5,5,5,5,1,5,5,4,4,4,5,,,,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5
ram_154,ram,2021,4,3,2,3,1,3,3,,3,2,4,2,2,1,2,5,2,1,1,1,1,1,2,3,1,2,1,1,3,3,3,3,3,3,3,3,9,5,9,1,5,1,5,5,5,5,5,5,,,,4,4,4,4,4,4,4,4,2,2,1,2,1,2,1
ram_156,ram,2021,3,4,4,4,3,3,2,,4,3,5,4,4,5,5,3,2,2,2,4,4,2,4,5,3,5,2,4,4,4,4,3,5,5,5,5,4,5,4,4,5,1,5,5,4,5,5,5,,,,5,5,5,4,4,4,5,5,5,5,,,,,
ram_157,ram,2021,3,4,4,4,2,4,4,,4,4,4,4,4,3,4,3,3,1,1,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,5,1,4,4,2,4,2,4,,,,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4
ram_158,ram,2021,4,4,4,4,1,2,1,,3,2,4,4,4,4,5,2,4,1,1,1,2,4,4,4,2,4,4,1,2,4,5,3,3,4,2,3,2,5,5,1,1,1,3,3,4,4,5,5,,,,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4
ram_159,ram,2021,4,4,4,4,3,3,3,,3,2,4,4,4,3,4,3,2,1,1,3,2,1,4,4,3,4,4,4,3,4,4,3,4,4,4,4,1,3,1,2,4,1,4,3,4,4,4,4,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ram_16,ram,2021,1,5,5,5,5,5,5,,5,,,,,,,,,,,,5,5,5,5,4,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,,,,,,,,,,,5,5,5,5,5,4,4,4,5,5,,,,,
ram_16,ram,2019,1,5,5,5,5,5,5,,5,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_160,ram,2021,3,5,5,5,4,4,5,,3,4,5,3,4,5,4,1,9,2,2,4,2,5,4,5,4,5,5,5,5,4,5,4,4,4,4,4,4,4,9,5,4,1,4,3,5,4,4,4,,,,4,4,4,4,4,5,3,3,3,4,4,4,5,5,4
ram_161,ram,2021,4,5,5,5,4,5,5,,5,5,5,5,5,5,5,1,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,1,5,5,5,5,5,5,,,,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5
ram_162,ram,2021,3,5,5,5,4,4,5,,4,5,5,5,5,5,5,4,3,3,2,3,5,4,4,5,5,5,4,4,3,4,4,4,4,3,4,4,3,4,4,4,5,1,5,4,4,5,4,5,,,,4,4,5,4,4,5,5,4,5,5,5,5,5,5,5
ram_164,ram,2021,4,5,5,5,3,4,4,,4,5,5,5,5,5,5,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,4,4,4,4,,,,4,4,4,4,4,4,4,4,5,5,4,5,5,5,5
ram_165,ram,2021,4,5,5,5,4,4,4,,4,4,4,4,4,4,4,3,2,1,2,2,5,4,5,5,4,5,4,5,4,4,5,5,4,4,4,4,2,3,3,3,4,1,4,3,4,4,4,4,,,,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4
ram_166,ram,2021,4,5,5,5,4,4,3,,5,5,4,3,5,4,4,5,4,4,3,3,4,4,4,4,4,3,3,2,1,4,5,5,5,5,5,5,3,5,2,2,4,1,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4
ram_167,ram,2021,4,5,5,5,5,5,5,,3,5,5,5,5,5,5,2,2,2,1,2,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,3,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ram_168,ram,2021,3,5,5,5,5,5,5,,4,5,4,5,5,5,5,3,1,1,1,1,3,4,4,5,5,4,4,3,2,5,5,5,5,5,5,5,3,4,3,3,4,1,5,5,4,4,5,4,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_17,ram,2019,4,4,5,4,4,5,4,3,3,4,5,4,5,5,,,,,,,,4,,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_170,ram,2021,3,5,5,5,4,4,4,,5,3,4,5,5,3,4,5,5,3,2,1,4,4,5,5,4,4,4,4,3,2,3,3,3,3,4,5,9,5,5,4,4,1,5,3,1,2,1,3,,,,4,4,4,5,5,5,4,4,3,3,4,4,4,4,4
ram_171,ram,2021,4,4,4,5,3,3,4,,4,3,5,4,4,4,4,5,5,3,3,3,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,1,4,3,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,
ram_172,ram,2021,4,5,4,4,3,3,3,,3,4,5,4,4,5,5,2,2,2,2,2,3,4,5,5,5,5,5,5,5,4,4,5,3,4,5,5,5,5,5,5,5,1,5,3,3,3,5,5,,,,,,,,,,,,,,,,,,
ram_175,ram,2021,4,5,5,5,3,4,5,,3,5,5,5,4,5,4,1,4,2,4,1,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,3,9,1,4,3,3,4,4,4,,,,5,5,4,5,5,4,5,5,5,5,4,4,4,4,4
ram_179,ram,2021,4,4,4,4,4,3,4,,4,3,4,5,4,4,4,3,1,1,1,4,4,4,4,5,4,5,5,5,4,4,3,3,3,4,4,5,9,4,9,5,4,1,4,4,3,4,3,5,,,,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4
ram_18,ram,2019,3,5,4,3,4,5,5,4,4,3,5,4,4,5,,,,,,,,4,,,,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4
ram_181,ram,2021,4,5,5,5,5,5,5,,3,5,5,5,5,5,5,2,1,2,2,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,4,5,9,1,4,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_182,ram,2021,3,5,5,5,3,4,5,,3,5,5,4,5,5,5,2,2,2,2,1,4,4,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,5,4,5,5,1,4,5,4,2,3,3,,,,5,5,5,4,5,4,5,4,5,4,4,5,5,5,4
ram_183,ram,2021,4,5,5,5,4,5,5,,4,4,4,5,5,5,5,4,2,1,2,1,4,4,4,5,5,4,5,5,3,4,5,4,4,5,4,5,4,5,4,4,4,1,4,5,4,4,3,4,,,,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4
ram_184,ram,2021,4,5,5,5,4,3,3,,3,4,3,4,4,4,4,3,5,5,5,2,3,3,3,4,4,5,5,5,5,4,4,4,4,4,4,4,1,3,1,1,3,1,5,5,3,2,3,3,,,,4,4,4,4,4,4,3,3,4,5,4,4,3,4,4
ram_185,ram,2021,2,5,5,5,5,5,4,,1,4,5,3,5,5,5,2,3,3,2,2,2,2,5,5,5,5,5,5,4,5,3,3,4,4,4,4,9,4,5,5,5,1,4,5,4,3,4,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_186,ram,2021,4,5,5,5,4,4,4,,3,5,5,4,5,5,4,4,2,1,2,1,5,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,1,3,2,3,3,1,5,5,4,3,4,5,,,,4,4,3,5,4,4,5,4,5,5,5,5,4,5,4
