id,network,year,net_role,so_part_mc_5,so_part_mc_6,so_part_mc_7,so_part_msi_1,so_part_msi_2,so_part_msi_3,so_part_t,so_part_expec,so_part_ben_1,so_part_ben_2,so_part_ben_3,so_part_ben_4,so_part_ben_6,so_part_ben_8,so_part_chal_72021,so_part_chal_82021,so_part_chal_92021,so_part_chal_102021,so_part_chal_112021,cult_ci_72020,nl_netops_gov_3,cult_sn_52020,diff_for_students,splc_7,so_part_value_1,so_part_value_2,so_part_value_3,so_part_value_8,cont_imp_for_equity_1,cont_imp_for_equity_2,cont_imp_for_equity_6,cont_imp_for_equity_4,cont_imp_for_equity_5,cont_imp_for_equity_7,cont_imp_for_equity_8,is_conf_52021,is_conf_32021,is_conf_42021,is_conf_12021,is_conf_62021,part_team_meetings_1,part_team_meetings_2,part_team_meet_32021,part_team_meetings_4,part_team_meetings_5,part_team_meetings_6,part_team_meetings_7,equity_dis_1,equity_dis_2,equity_dis_3,cult_eq_1,cult_eq_2,cult_eq_3,cult_eq_4,cult_eq_5,cult_eq_6,cult_eq_7,cult_eq_8,splc_1,splc_4,nl_netops_km_1,nl_netops_km_2,nl_netops_km_3,nl_netops_km_4,nl_netops_km_5
ram_88,ram,2019,3,5,5,5,4,4,5,7,5,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_89,ram,2021,4,5,5,5,4,4,4,,4,5,5,5,5,5,5,2,2,2,2,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,4,4,4,4,,,,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
ram_89,ram,2019,4,5,5,5,4,4,4,4,5,4,4,4,4,4,,,,,,,,4,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_90,ram,2019,4,5,4,3,4,4,4,5,2,4,5,4,5,5,,,,,,,,3,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,3
ram_91,ram,2019,4,5,4,5,4,4,4,1,1,5,5,5,5,5,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_92,ram,2021,4,5,4,5,4,5,4,,4,3,5,4,5,5,5,4,3,1,1,2,4,2,4,5,5,5,5,4,4,3,4,4,4,5,4,5,1,4,1,1,3,1,4,5,4,1,3,4,,,,4,4,4,4,4,5,4,4,5,5,4,4,3,4,3
ram_92,ram,2019,4,5,5,5,3,3,3,7,2,3,3,3,3,3,,,,,,,,4,,,,5,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,3
ram_93,ram,2021,2,5,5,5,5,5,5,,4,5,5,4,5,5,5,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ram_93,ram,2019,2,5,5,5,5,5,5,7,4,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
ram_94,ram,2019,4,4,4,4,3,3,3,4,5,3,3,3,3,3,,,,,,,,4,,,,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
ram_94,ram,2021,4,4,4,4,4,4,4,,4,3,3,3,3,3,4,4,3,5,3,5,3,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,1,5,2,2,2,4,2,,,,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3
ram_95,ram,2019,1,5,4,5,4,4,4,,4,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_95,ram,2021,1,5,5,4,4,4,4,,5,,,,,,,,,,,,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,,,,,,,,,,,4,4,4,4,4,5,4,4,5,5,,,,,
ram_96,ram,2021,4,4,4,4,4,4,4,,4,3,4,4,4,5,4,3,5,2,3,2,4,4,4,4,4,5,5,4,4,4,5,4,4,5,4,4,2,4,2,3,3,1,5,5,3,4,3,4,,,,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4
ram_96,ram,2019,4,4,4,4,4,4,4,4,2,4,4,5,5,5,,,,,,,,3,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,3
ram_97,ram,2021,3,5,5,5,,,,,4,2,4,4,5,4,5,3,3,1,1,1,4,3,3,5,3,5,5,5,3,5,5,5,4,,3,4,5,5,2,5,4,1,5,5,,,3,5,,,,5,,5,4,,5,5,3,4,4,5,5,3,5,4
ram_97,ram,2019,4,4,3,3,,,,1,1,3,4,4,4,4,,,,,,,,,,,,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ram_98,ram,2019,4,4,4,4,4,3,4,2,1,3,4,3,3,3,,,,,,,,4,,,,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,4,3
ram_98,ram,2021,1,5,4,4,5,5,4,,3,,,,,,,,,,,,5,4,5,5,3,5,5,5,5,5,5,5,4,4,3,2,5,5,5,5,5,,,,,,,,,,,4,4,4,4,3,3,3,1,5,5,,,,,
ram_99,ram,2021,3,5,5,5,5,5,5,,3,5,5,5,5,5,5,4,5,2,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,3,5,1,5,5,4,5,4,3,,,,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5
ram_99,ram,2019,4,5,5,5,5,5,5,4,3,4,5,4,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_01,bear,2020,4,5,5,5,,,,7,4,3,4,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_01,bear,2019,3,4,4,4,4,4,4,7,4,3,3,4,4,4,,,,,,,,5,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_02,bear,2019,4,4,4,4,3,2,4,1,1,2,2,3,3,3,,,,,,,,4,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,1,1
bear_03,bear,2019,4,5,5,5,5,5,5,7,3,4,4,4,4,4,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_03,bear,2020,3,4,4,4,,,,7,3,3,3,3,3,3,,,,,,,,4,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_03,bear,2021,3,5,5,5,5,5,5,7,4,4,4,4,4,4,4,1,2,2,2,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,1,5,5,3,3,3,3,4,2,2,4,3,3,4,4,3,4,4,4,4,5,5,5,5,5
bear_04,bear,2019,4,4,5,3,4,4,4,4,3,1,2,4,3,4,,,,,,,,4,,,,4,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,4,4
bear_05,bear,2020,3,5,5,5,,,,4,1,4,4,4,4,4,,,,,,,,5,,,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,2
bear_05,bear,2021,3,5,5,5,5,5,5,4,3,4,4,5,5,4,5,3,2,1,1,1,3,4,4,4,4,5,5,5,5,3,4,4,4,4,3,3,3,3,2,4,4,1,5,5,3,3,3,4,2,2,2,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5
bear_05,bear,2019,3,5,5,5,3,4,4,4,5,3,4,4,4,4,,,,,,,,3,,,,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4
bear_06,bear,2019,3,5,5,5,5,4,5,2,3,5,4,5,5,4,,,,,,,,3,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_06,bear,2020,3,5,5,5,,,,3,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_07,bear,2021,2,4,5,3,3,3,3,7,3,3,4,5,4,4,4,2,1,1,1,4,5,5,3,4,3,5,5,5,5,,,,,,,,,,,,,1,4,5,3,3,2,5,5,2,4,5,5,5,5,4,4,5,5,5,4,4,4,4,4,4
bear_07,bear,2020,2,4,5,4,,,,7,4,4,3,4,4,5,,,,,,,,4,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_07,bear,2019,2,4,4,4,3,4,3,7,3,4,4,5,3,5,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,4,3
bear_08,bear,2020,1,4,4,4,,,,,4,,,,,,,,,,,,,3,,,,5,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_08,bear,2019,1,5,4,4,3,3,3,,4,,,,,,,,,,,,,,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_08,bear,2021,1,4,4,3,3,3,3,,5,,,,,,,,,,,,4,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4,3,2,2,,,,,,,,,,,3,2,2,3,3,3,3,2,3,3,,,,,
bear_09,bear,2019,2,5,5,5,5,5,5,3,3,4,5,4,4,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,5
bear_10,bear,2019,3,4,5,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_100,bear,2019,3,4,4,4,4,4,4,3,3,4,3,4,4,4,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_100,bear,2020,3,4,5,5,,,,4,3,5,5,5,5,5,,,,,,,,4,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_101,bear,2019,4,5,5,5,5,5,5,3,3,5,5,5,5,5,,,,,,,,4,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_102,bear,2021,4,5,5,5,4,5,5,7,3,4,2,5,4,3,5,3,2,1,1,1,4,4,5,4,4,4,4,3,4,4,5,5,5,4,4,4,9,4,4,5,4,1,5,5,5,5,5,5,5,4,4,5,5,5,4,4,5,5,5,4,5,4,4,3,4,4
bear_102,bear,2019,3,5,5,4,1,1,1,7,3,4,4,5,4,5,,,,,,,,3,,,,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,4,5
bear_102,bear,2020,3,5,5,5,,,,7,4,4,4,5,4,4,,,,,,,,3,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,5,5
bear_103,bear,2020,3,5,4,4,,,,1,3,3,3,4,3,4,,,,,,,,2,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4
bear_103,bear,2019,3,5,5,5,4,4,4,5,4,3,3,4,4,5,,,,,,,,4,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5
bear_104,bear,2019,4,4,5,4,4,4,4,7,3,5,5,3,3,3,,,,,,,,3,,,,5,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_105,bear,2019,4,5,4,4,3,3,4,4,3,4,4,4,3,3,,,,,,,,2,,,,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3
bear_106,bear,2019,3,4,4,2,2,1,2,4,3,3,5,5,5,5,,,,,,,,1,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,2
bear_107,bear,2019,3,4,4,4,3,3,3,4,3,3,3,3,3,2,,,,,,,,5,,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,2
bear_108,bear,2021,2,5,5,4,2,2,2,2,3,4,2,2,4,5,4,5,3,5,5,1,4,1,2,4,3,4,4,5,3,4,1,3,3,3,3,3,4,3,1,1,4,2,,,,,,,,,,4,4,4,4,4,5,4,5,4,4,4,2,2,1,3
bear_108,bear,2020,3,5,5,5,,,,5,3,2,2,2,4,5,,,,,,,,1,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,3
bear_108,bear,2019,3,5,5,5,1,1,1,3,2,3,4,4,4,3,,,,,,,,2,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_109,bear,2021,3,4,4,5,4,1,1,7,4,4,5,5,3,5,5,1,2,3,3,1,5,3,4,5,3,5,5,5,5,4,4,5,5,2,4,4,4,5,3,5,5,2,,,,,,,,,,2,3,3,2,2,5,4,2,5,4,5,4,4,5,2
bear_109,bear,2020,4,5,4,4,,,,7,3,4,5,5,5,5,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3
bear_109,bear,2019,1,5,4,3,4,4,4,,4,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_11,bear,2019,3,5,4,5,1,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_110,bear,2021,3,5,5,5,4,4,4,3,3,5,5,5,4,4,5,4,3,2,2,2,3,3,4,4,4,4,4,4,4,4,5,5,5,4,4,4,3,5,5,3,3,1,5,5,2,3,5,4,5,4,4,5,5,5,5,4,5,4,5,5,5,4,4,4,4,4
bear_110,bear,2019,3,5,5,5,5,5,5,2,2,5,5,5,5,5,,,,,,,,5,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,5
bear_111,bear,2019,4,5,5,5,4,5,5,3,3,3,5,4,3,4,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_112,bear,2021,2,5,5,5,4,4,5,4,3,3,5,4,4,5,4,3,3,5,5,5,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,3,5,5,5,5,1,3,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4
bear_112,bear,2019,2,4,5,5,4,5,5,5,3,4,4,4,4,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_113,bear,2021,1,5,5,5,4,5,5,,5,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,5,3,2,5,5,5,5,5,5,5,,,,,
bear_113,bear,2019,1,5,5,4,4,4,3,,3,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_114,bear,2019,4,5,5,5,5,5,5,1,1,3,1,4,4,1,,,,,,,,4,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_114,bear,2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_115,bear,2019,3,5,5,4,3,4,5,7,4,4,2,5,5,5,,,,,,,,4,,,,5,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,4
bear_116,bear,2019,3,5,5,5,5,5,5,4,4,4,4,5,4,4,,,,,,,,4,,,,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3
bear_117,bear,2019,3,4,5,4,3,3,3,4,3,2,4,3,4,4,,,,,,,,4,,,,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_118,bear,2019,4,3,4,4,3,3,3,2,3,3,4,4,4,4,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_119,bear,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_119,bear,2020,4,5,5,5,,,,4,3,3,3,5,4,3,,,,,,,,5,,,,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,5,5
bear_12,bear,2019,1,5,4,3,3,2,3,,3,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_12,bear,2021,1,5,5,4,3,2,3,,3,,,,,,,,,,,,5,5,5,4,5,5,5,5,5,4,5,5,3,3,4,4,4,4,4,5,4,,,,,,,,,,,4,4,3,3,3,4,4,4,5,5,,,,,
bear_12,bear,2020,1,5,4,3,,,,,3,,,,,,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_120,bear,2019,3,4,4,4,3,3,3,2,4,2,3,3,3,3,,,,,,,,3,,,,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3
bear_121,bear,2019,4,4,4,4,1,1,1,3,3,2,3,4,2,4,,,,,,,,4,,,,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,4
bear_122,bear,2019,4,5,4,4,4,4,3,4,3,3,4,4,4,2,,,,,,,,3,,,,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,3
bear_123,bear,2019,4,4,4,4,4,4,4,2,3,4,4,4,4,4,,,,,,,,4,,,,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,4,4
bear_124,bear,2019,4,4,3,4,4,4,4,2,3,2,2,3,3,3,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_125,bear,2019,3,2,2,2,2,1,1,4,3,1,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_126,bear,2019,3,5,5,4,4,4,4,2,3,3,4,4,3,4,,,,,,,,4,,,,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,4,3
bear_127,bear,2019,3,5,5,5,3,4,4,7,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,4
bear_128,bear,2019,3,4,4,3,1,1,2,2,2,2,2,3,2,2,,,,,,,,2,,,,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2
bear_129,bear,2019,2,4,5,4,4,4,4,7,3,4,4,4,4,4,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,3
bear_13,bear,2019,3,5,5,5,4,4,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_130,bear,2019,3,3,3,3,4,4,3,7,3,4,3,5,4,4,,,,,,,,4,,,,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,4
bear_131,bear,2019,3,4,4,4,4,2,3,2,1,4,4,5,5,1,,,,,,,,4,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_132,bear,2019,3,5,4,5,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_132,bear,2021,3,4,4,4,3,2,2,1,1,2,3,2,2,3,2,4,4,4,4,5,2,2,2,2,2,3,3,2,1,4,5,4,4,2,2,2,9,4,9,9,3,1,3,2,2,2,2,3,,,,,,,,,,,,,,,,,,
bear_132,bear,2020,4,3,5,5,,,,,3,3,3,3,2,4,,,,,,,,2,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,3
bear_133,bear,2019,2,5,4,5,4,4,4,7,4,4,3,4,4,3,,,,,,,,3,,,,5,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,3
bear_134,bear,2019,2,5,4,4,3,3,3,7,3,4,5,4,4,4,,,,,,,,3,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,2
bear_135,bear,2019,2,4,5,5,4,5,4,4,4,4,5,5,5,4,,,,,,,,5,,,,4,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,4
bear_135,bear,2020,2,5,5,5,,,,7,4,4,2,5,4,5,,,,,,,,3,,,,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,5,2
bear_136,bear,2020,3,4,4,4,,,,7,3,5,5,5,5,5,,,,,,,,2,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_136,bear,2021,3,4,4,4,4,5,5,7,3,5,3,4,5,4,5,5,3,1,1,3,5,3,4,5,5,5,5,5,5,4,5,3,4,3,2,2,3,5,4,5,5,1,5,4,3,2,2,2,1,1,1,4,4,4,3,3,4,3,4,5,5,4,5,3,4,4
bear_136,bear,2019,3,5,5,5,3,5,4,6,5,3,5,5,5,5,,,,,,,,1,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,3,2
bear_137,bear,2019,4,3,2,2,2,2,2,4,2,2,1,2,2,2,,,,,,,,3,,,,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3
bear_138,bear,2019,4,2,3,2,1,2,2,3,3,3,1,3,3,2,,,,,,,,3,,,,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,4,2
bear_139,bear,2019,4,3,3,3,3,3,3,2,2,3,3,3,3,3,,,,,,,,3,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3
bear_14,bear,2019,1,5,5,4,3,1,1,,4,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_14,bear,2020,1,5,4,5,,,,,3,,,,,,,,,,,,,4,,,,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_140,bear,2019,3,4,5,5,4,5,4,3,3,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_140,bear,2020,3,4,4,4,,,,2,3,2,3,2,4,3,,,,,,,,4,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_141,bear,2019,3,2,4,3,1,1,1,4,2,3,2,2,2,2,,,,,,,,2,,,,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2
bear_142,bear,2020,3,5,5,5,,,,4,3,3,4,5,4,4,,,,,,,,2,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,4,4
bear_142,bear,2021,3,5,5,5,4,4,4,4,3,3,4,5,5,5,4,2,2,1,1,1,4,3,2,5,3,5,5,4,4,2,3,4,4,4,4,4,9,5,9,3,5,1,4,2,3,1,1,3,2,1,1,4,4,3,4,4,4,4,3,4,5,5,5,4,4,5
bear_142,bear,2019,4,4,4,4,4,4,4,3,3,3,4,4,4,4,,,,,,,,5,,,,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4
bear_143,bear,2019,2,5,5,5,5,5,5,7,4,5,5,5,5,5,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_143,bear,2021,2,5,4,4,5,5,5,7,3,5,5,5,5,5,5,1,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
bear_143,bear,2020,2,5,5,5,,,,7,3,5,5,5,5,5,,,,,,,,5,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_144,bear,2019,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_145,bear,2020,4,5,5,5,,,,2,3,5,5,3,5,5,,,,,,,,4,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,5,4
bear_145,bear,2019,3,5,5,5,5,5,5,3,3,4,4,4,5,3,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_146,bear,2019,1,5,4,4,4,3,3,,4,,,,,,,,,,,,,,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear_146,bear,2021,1,5,5,5,4,4,4,,3,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,3,4,5,4,3,4,,,,,,,,,,,4,4,3,4,3,5,4,3,5,5,,,,,
bear_147,bear,2020,2,4,5,4,,,,7,5,3,3,5,4,5,,,,,,,,1,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,5,2
bear_147,bear,2021,2,4,4,4,4,4,4,7,3,3,4,5,5,4,5,3,3,1,1,1,5,4,4,4,4,5,5,5,5,4,4,4,3,5,4,4,3,3,9,3,5,1,4,5,2,3,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
bear_148,bear,2021,3,5,5,4,4,4,4,7,4,4,4,5,4,5,4,4,4,3,2,3,5,5,5,5,5,5,4,4,3,4,4,4,4,3,4,4,9,4,1,4,5,1,5,5,1,3,3,2,2,2,2,5,4,4,5,5,4,4,4,5,5,5,5,4,5,4
bear_148,bear,2020,4,5,5,5,,,,5,2,5,5,5,5,5,,,,,,,,4,,,,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5
bear_149,bear,2020,4,2,3,4,,,,4,4,2,1,2,3,2,,,,,,,,1,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,1,1
bear_15,bear,2019,2,5,5,5,3,2,3,7,3,5,3,5,4,5,,,,,,,,3,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,5
bear_15,bear,2021,2,5,5,5,4,4,4,5,3,3,4,4,4,5,4,2,2,4,1,2,4,4,4,5,4,5,4,5,5,4,4,5,4,3,3,3,2,3,2,4,4,1,4,5,4,4,4,5,2,1,1,3,3,3,4,4,5,4,5,5,5,4,5,1,5,4
